"","height","flowrate"
"58",8.81857892616784,11.8662500905755
"59",4.90312713250037,5.43236259799157
"60",6.72751787644544,8.85722723869519
"61",6.83397865723217,11.7317209361851
"62",7.02104554736876,10.1809543944895
"63",10.0962107157957,13.2825986468018
"64",7.05633732459911,8.01794622319052
"65",4.61545859739611,5.40046493862298
"66",5.71720022295356,7.67646610418762
"67",6.83938575636468,10.1900244433405
"68",3.0249711219491,2.59453476846225
"69",6.97697677446766,10.8513311892236
"70",10.0735185198427,13.1835151076936
"71",6.98920069043197,9.62011390197289
"72",1.38572950920504,1.44918589187936
"73",7.11105743327918,9.28966880000818
"74",4.71999645056076,6.08715996651894
"75",6.5241289453184,8.44871510724843
"76",5.54948026673616,7.03445426912198
"77",8.01835963836511,11.1294742585038
"78",4.35257092009718,4.43163713399772
"79",7.79857944658049,11.5396713251227
"80",6.8911841641491,10.8025390843368
"81",6.97208811235996,7.52999994599752
"82",7.05787039509473,9.87313529123971
"83",5.98925484242166,7.34661791484073
"84",8.48616283632131,12.1372893851106
"85",6.46732454198885,10.4274821034462
"86",5.97632509361924,7.23855161175344
"87",3.27404448159952,3.18742730856456
"88",7.39825028880708,11.8564539951938
"89",7.71347812496945,10.7649327843341
"90",7.18601843041581,11.4407081494126
"91",7.61707510825647,10.3349129069602
"92",5.92100646067196,8.0625702632234
"93",8.2419223388817,14.1828551341119
"94",6.94672599050517,9.63672611059722
"95",6.42497484121288,8.58199122629138
"96",8.33145565192885,13.2345756748461
"97",8.03176148794438,14.1166359341908
"98",6.4967548593682,8.03114410840978
"99",9.20266149032291,12.5499195036061
"100",8.96867733002238,13.0958502633525
"101",7.91493652287367,10.2779844906152
"102",5.52629369899172,8.23872128612633
"103",9.50591205122487,16.2139685097611
"104",7.88984794975848,11.8883808633606
"105",9.66216390050509,12.5420626595569
"106",7.80747324994013,11.862288920308
"107",6.83582377560838,10.0695574346125
"108",6.47271781996087,8.17942431279102
"109",7.8782153723178,10.5479375543434
"110",8.53796335524099,8.01608081553008
"111",9.38950136687914,12.2341169048509
"112",6.4740173153103,8.8273089536759
"113",5.31308053073309,7.79945484660627
"114",6.62389745248363,6.71534127093101
"115",10.7489746636412,13.9973930465616
"116",6.38682295506955,8.73132271252518
"117",7.76963997291563,8.51056115185394
"118",6.25448867802724,10.0616388303475
"119",7.07157077415039,8.39223179732362
"120",8.79341227014007,10.8652886087785
"121",8.93324630339293,8.47739530091512
"122",6.02346153689815,7.53843339886192
"123",4.62853060200622,6.74280921130989
"124",2.61824290112688,2.52644397939042
"125",6.06393030071356,8.8078819725231
"126",2.69173860888011,2.57042067556216
"127",5.97191932157566,6.84691036763835
"128",7.63384020230821,8.90810142975442
"129",8.182065256642,7.02113197407885
"130",4.56966353954653,6.97716757956731
"131",8.48625319357648,12.0383435598581
"132",7.78492606745991,10.246354793869
"133",6.95562069559783,9.95293480773262
"134",7.46639296629871,13.0577382705786
"135",9.16387133275909,11.8715436476315
"136",8.48520662663708,9.21840658330011
"137",3.75807577022536,3.94301208571929
"138",5.66782717074205,6.49751004210308
"139",4.42639884304714,4.54337910742464
"140",6.75493797802495,7.88588794982382
"141",7.08680003064788,10.9663702048266
"142",4.085932069306,7.48892311571123
"143",7.49607745289464,10.84401656838
"144",8.18068960909022,11.8800095192707
"145",8.74027182866013,9.08312689497578
"146",6.45902680187951,7.75273016874668
"147",9.48353449228578,16.66232141787
"148",5.27294300702057,6.34502154234154
"149",7.08224135833305,8.94367203787273
"150",8.52805145806596,13.8713079491447
